phy,Consensus mycorrhizal state
Eriophorum_latifolium,NM
Eriophorum_medium,NM
Eriophorum_polystachion,NM
Eriophorum_scheuchzeri,NM
Eriophorum_vaginatum,AMNM
Eriophyllum_lanatum,AM
Eriostemon_australasius,AM
Eritrichium_nanum,NM
Eritrichium_villosum,NM
Erodium_cicutarium,AMNM
Erodium_crinitum,AM
Erodium_oxyrhinchum,AM
Eruca_vesicaria,NM
Eryngium_campestre,AM
Eryngium_maritimum,AMNM
Eryngium_paniculatum,AM
Eryngium_planum,AM
Erysimum_cheiranthoides,NM
Erysimum_hieraciifolium,NM
Erysimum_ibericum,NM
Erysimum_marschallianum,NM
Erythranthe_guttata,AMNM
Erythrina_berteriana,AM
Erythrina_berteroana,AM
Erythrina_crista-galli,AM
Erythrina_poeppigiana,AM
Erythronium_sibiricum,AM
Erythrophleum_ivorense,AM
Erythrostemon_gilliesii,AM
Erythroxylum_rotundifolium,NM
Escallonia_rubra,AM
Eschenbachia_blinii,AM
Eschscholzia_californica,NM
Eschweilera_sagotiana,AM
Eschweilera_simiorum,AM
Escontria_chiotilla,AM
Eucalyptus_amygdalina,EM
Eucalyptus_bosistoana,AM
Eucalyptus_camaldulensis,EM
Eucalyptus_cinerea,EM
Eucalyptus_cloeziana,EM
Eucalyptus_cordata,EM
Eucalyptus_delegatensis,AM
Eucalyptus_diversicolor,EM
Eucalyptus_dives,AM
Eucalyptus_dunnii,EM
Eucalyptus_erytrocorys,EM
Eucalyptus_euryphylla,EM
Eucalyptus_forestiana,EM
Eucalyptus_globoidea,EM
Eucalyptus_globulus,EM
Eucalyptus_gomphocephala,AM
Eucalyptus_grandis,EM
Eucalyptus_gunnii,EM
Eucalyptus_haemostoma,EM
Eucalyptus_hispida,EM
Eucalyptus_incrassata,AM
Eucalyptus_largiflorens,AM
Eucalyptus_macarthurii,EM
Eucalyptus_maculata,EM
Eucalyptus_marginata,EM
Eucalyptus_melliodora,EM
Eucalyptus_microcorys,EM
Eucalyptus_pilularis,EM
Eucalyptus_pyriformis,EM
Eucalyptus_racemosa,EM
Eucalyptus_sideroxylon,EM
Eucalyptus_sieberi,EM
Eucalyptus_urnigera,EM
Eucalyptus_urophylla,EM
Eucalyptus_viminalis,EM
Eucalyptus_virgata,EM
Eucalyptus_viridis,AM
Eucalyptus_xantipolitensis,EM
Eucharis_grandiflora,AM
Euclidium_syriacum,NM
Eugenia_rubicunda,AM
Eugenia_uniflora,AM
Euonymus_alatus,AMNM
Euonymus_europaeus,AMNM
Euonymus_fortunei,AM
Euonymus_latifolius,AM
Euonymus_maackii,NM
Euonymus_macropterus,AM
Euonymus_verrucosus,AMNM
Eupatorium_cannabinum,AM
Eupatorium_perfoliatum,AM
Eupatorium_serotinum,AM
Euphorbia_amygdaloides,AM
Euphorbia_corollata,AM
Euphorbia_cyparissias,AM
Euphorbia_esula,AM
Euphorbia_gatbergensis,AM
Euphorbia_helioscopia,AMNM
Euphorbia_heterophylla,AM
Euphorbia_hirta,AM
Euphorbia_hypericifolia,AM
Euphorbia_illirica,AM
Euphorbia_lathyris,AM
Euphorbia_lomelii,AM
Euphorbia_parliramulosa,AM
Euphorbia_peplus,AMNM
Euphorbia_pilosa,AM
Euphorbia_prostrata,AM
Euphorbia_rapulum,AM
Euphorbia_royleana,AM
Euphorbia_sarawschanica,AM
Euphorbia_serpens,AM
Euphorbia_stricta,AM
Euphorbia_talaina,AM
Euphorbia_tannensis,AM
Euphorbia_thymifolia,AM
Euphorbia_turczaninowii,AM
Euphorbion_paralium,AM
Euphrasia_brevipila,NM
Euphrasia_caucasica,NM
Euphrasia_frigida,AM
Euphrasia_hirtella,NM
Euphrasia_minima,NM
Euphrasia_nemorosa,NM
Euphrasia_pectinata,NM
Euphrasia_stricta,AMNM
Eurybia_sibirica,AM
Euryomyrtus_ramosissima,EM
Euterpe_edulis,AM
Euterpe_oleracea,AM
Eutrema_edwardsii,NM
Eutrochium_maculatum,AM
Eysenhardtia_polystachya,AM
Fagonia_indica,AM
Fagopyrum_esculentum,NM
Fagopyrum_statice,AM
Fagopyrum_tataricum,AM
Fagus_grandifolia,EM
Fagus_sylvatica,EM
Fagus_taurica,EM
Faidherbia_albida,AM
Falcataria_moluccana,AM
Fallopia_convolvulus,NM
Fallopia_japonica,AMNM
Fallopia_sachalinensis,NM
Fallopia_x,NM
Ferocactus_cylindraceus,AM
Ferocactus_flavovirens,AM
Ferocactus_latispinus,AM
Ferocactus_peninsulae,AM
Ferula_canescens,AM
Ferula_caspica,AM
Ferula_dubjanskyi,AM
Ferula_foetida,AM
Ferula_karelinii,AMNM
Ferula_kokanica,AM
Ferula_lehmannii,AM
Ferula_nuda,AM
Festuca_altissima,AMNM
Festuca_argentina,AM
Festuca_arundinacea,AM
Festuca_baffinensis,AM
Festuca_beckeri,AM
Festuca_brachyphylla,AM
Festuca_brigantina,AM
Festuca_caucasica,AM
Festuca_contracta,NM
Festuca_drymeja,AM
Festuca_gigantea,AMNM
Festuca_glauca,AM
Festuca_heterophylla,AM
Festuca_hyperborea,NM
Festuca_idahoensis,AM
Festuca_juncifolia,AM
Festuca_lemanii,AM
Festuca_oreophila,AM
Festuca_ovina,AMNM
Festuca_pallens,AM
Festuca_pallescens,AM
Festuca_picta,AM
Festuca_pratensis,AMNM
Festuca_rubra,AMNM
Festuca_sibirica,AM
Festuca_trachyphylla,AM
Festuca_valesiaca,AMNM
Festuca_varia,AM
Festuca_versicolor,AM
Festuca_vivipara,AM
Feuilleea_schimperiana,AM
Ficinia_nodosa,AM
Ficus_carica,AMNM
Ficus_citrifolia,AM
Ficus_cyrtophylla,NM
Ficus_elastica,AM
Ficus_hirta,AM
Ficus_hispida,AMNM
Ficus_langkokensis,AM
Ficus_pandurata,NM
Ficus_pumila,AM
Filago_arvensis,AM
Filipendula_ulmaria,AMNM
Filipendula_vulgaris,AM
Fimbristylis_complanata,NM
Fimbristylis_cymosa,NM
Fimbristylis_dichotoma,NM
Fimbristylis_eragrostis,AM
Fimbristylis_falcata,AM
Fimbristylis_miliacea,AM
Fimbristylis_schoenoides,NM
Fimbristylis_trachycarya,NM
Flindersia_australis,AM
Flindersia_brayleana,AM
Flindersia_brayleyana,AM
Flindersia_maculosa,AM
Flindersia_oxleyana,AM
Florestina_tripteris,AM
Flourensia_cernua,AM
Foeniculum_vulgare,AM
Forsythia_europaea,AM
Forsythia_suspensa,AM
Fouquieria_diguetii,AM
Fragaria_moschata,AM
Fragaria_vesca,AMNM
Fragaria_virginiana,AM
Fragaria_viridis,AM
Fragaria_x,AM
Fragaria_xananassa,AM
Frankenia_hirsuta,NM
Frankenia_plicata,AM
Frankenia_pulverulenta,NM
Fraxinus_americana,AM
Fraxinus_angustifolia,AM
Fraxinus_chinensis,AMNM
Fraxinus_excelsior,AMNM
Fraxinus_mandshurica,NM
Fraxinus_ornus,AM
Fraxinus_pennsylvanica,AMNM
Fraxinus_rotundifolia,AM
Fraxinus_uhdei,AM
Freycinetia_arborea,AM
Fritillaria_collina,AM
Fritillaria_karelinii,AM
Fuchsia_magellanica,AM
Fuirena_ciliaris,NM
Fumana_procumbens,EM
Fumana_thymifolia,AM
Fumaria_officinalis,AMNM
Fumaria_vaillantii,NM
Gagea_bergii,AM
Gagea_bohemica,AM
Gagea_bulbifera,AMNM
Gagea_divaricata,AM
Gagea_glacialis,AM
Gagea_liotardii,AM
Gagea_nakaiana,AMNM
Gagea_reticulata,AM
Gagea_tenera,NM
Gahnia_vitiensis,AM
Gaillardia_aestivalis,AM
Galanthus_nivalis,AM
Galarhoeus_irgisensis,AM
Galatella_punctata,AM
Galega_orientalis,AMNM
Galeobdolon_luteum,AMNM
Galeobdolon_montanum,AM
Galeopsis_bifida,AM
Galeopsis_segetum,NM
Galeopsis_speciosa,AM
Galeopsis_tetrahit,NM
Galinsoga_parviflora,AM
Galinsoga_quadriradiata,AM
Galinsoga_supinum,AM
Galinsoga_sylvaticum,AM
Galinsoga_uliginosum,AM
Galium_album,AM
Galium_antarcticum,AM
Galium_aparine,AMNM
Galium_aureum,AM
Galium_boreale,AM
Galium_geniculatum,AM
Galium_hercynicum,NM
Galium_hypocarpium,AM
Galium_lucidum,AM
Galium_mollugo,AMNM
Galium_odoratum,AMNM
Galium_palustre,AMNM
Galium_ruthenicum,AM
Galium_saurense,AM
Galium_saxatile,AMNM
Galium_spurium,AM
Galium_sterneri,AMNM
Galium_tenuissimum,AMNM
Galium_tinctorium,AM
Galium_uliginosum,NM
Galium_verum,AMNM
Gamochaeta_norvegica,AM
Gamochaeta_sylvatica,AM
Garcinia_cowa,NM
Garcinia_kola,AM
Garcinia_lucida,AM
Garcinia_xanthochymus,AM
Gasteria_verrucosa,AM
Gastrolychnis_longicarpophora,NM
Gaudinia_fragilis,AM
Gazania_linearis,AM
Genipa_americana,AM
Genista_hirsute,AM
Genista_tinctoria,AM
Gentiana_acaulis,AM
Gentiana_algida,NM
Gentiana_angulosa,AMNM
Gentiana_aquatica,NM
Gentiana_asclepiadea,AM
Gentiana_clusii,AM
Gentiana_cruciata,AM
Gentiana_dshimilensis,AMNM
Gentiana_nivalis,AMNM
Gentiana_olivieri,AM
Gentiana_pneumonanthe,AMNM
Gentiana_pseudoaquatica,AM
Gentiana_septemfida,AM
Gentiana_verna,AM
Gentianella_amarella,AM
Gentianella_campestris,AM
Gentianella_caucasea,AMNM
Gentianella_detonsa,AM
Gentianella_germanica,AM
Gentianusa_lutea,AM
Gentianusa_punctata,AM
Geoffroea_decorticans,AM
Geophila_herbacea,AM
Geraniospermum_bifolium,AM
Geranium_albanum,AM
Geranium_albiflorum,AM
Geranium_asphodeloides,AM
Geranium_carolinianum,AM
Geranium_dissectum,AM
Geranium_gymnocaulon,AM
Geranium_ibericum,AMNM
Geranium_linearilobum,AM
Geranium_lucidum,AMNM
Geranium_molle,AMNM
Geranium_nodosum,AM
Geranium_pratense,AM
Geranium_purpureum,AM
Geranium_pusillum,AM
Geranium_pyrenaicum,AM
Geranium_robertianum,AMNM
Geranium_rotundifolium,AM
Geranium_ruprechtii,AM
Geranium_sanguineum,AMNM
Geranium_saxatile,AM
Geranium_sessiliflorum,AM
Geranium_sibiricum,AM
Geranium_sinense,AM
Geranium_sylvaticum,AMNM
Geranium_tataricum,AM
Geranium_tuberosum,AM
Geum_aleppicum,AM
Geum_reptans,AM
Geum_rivale,AMNM
Geum_triflorum,AM
Geum_urbanum,AM
Geum_virginianum,AM
Gigantochloa_verticillata,NM
Gilbertiodendron_brachystegioides,EM
Gilbertiodendron_dewevrei,EM
Gilbertiodendron_preussii,EM
Ginkgo_biloba,AM
Gironniera_subaequalis,NM
Gladiolus_hybridus,AM
Gladiolus_italicus,AM
Gladiolus_palustris,AM
Glaux_maritima,AM
Glebionis_carinata,AM
Glechoma_hederacea,AMNM
Gleditsia_amorphoides,EM
Gleditsia_triacanthos,AMNM
Gliricidia_sepium,AM
Glochidion_ellipticum,NM
Glyceria_acutiflora,NM
Glyceria_fluitans,AMNM
Glyceria_maxima,NM
Glyceria_notata,AMNM
Glyceria_striata,AM
Glyceria_tonglensis,NM
Glycine_max,AM
Glycyrrhiza_aspera,AM
Glycyrrhiza_glabra,AM
Glycyrrhiza_korshinskyi,AM
Gnaphalium_supinum,AMNM
Gnaphalium_uliginosum,AM
Gnephosis_eriocarpa,AM
Gnetum_africanum,EM
Gnetum_buchholzianum,EM
Gnetum_gnemon,AM
Goldbachia_laevigata,NM
Gomidesia_spectabilis,AM
Gompholobium_grandiflorum,AM
Gomphostemma_microdon,AM
Gomphrena_globosa,AM
Goniolimon_callicomum,NM
Goniolimon_caucasicum,NM
Goniolimon_speciosum,NM
Goniothalamus_griffithii,AM
Gonystylus_bancanus,AM
Goodenia_cycloptera,AM
Goodenia_lunata,AM
Gossweilerodendron_balsamiferum,AM
Gossypium_arboreum,AM
Gossypium_hirsutum,AM
Gossypium_tomentosum,AM
Graffenrieda_emarginata,EM
Gratiola_officinalis,AM
Grevillea_robusta,NM
Grewia_biloba,AM
Griselinia_littoralis,AM
Guarea_kunthiana,AM
Guazuma_ulmifolia,AM
Guibourtia_tessmannii,AM
Guilandina_dioica,NM
Guizotia_abyssinica,AM
Gunnera_petaloidea,AM
Gutierrezia_microcephala,AM
Gutierrezia_sarothrae,AM
Gymnopogon_brevifolius,AM
Gymnosperma_glutinosum,AM
Gymnospermium_albertii,AM
Gypsophila_altissima,NM
Gypsophila_cephalotes,NM
Gypsophila_elegans,NM
Gypsophila_fastigiata,NM
Gypsophila_repens,AMNM
Gypsophila_uralensis,NM
Haemanthus_albiflos,AM
Hagenia_abyssinica,AM
Halimione_portulacoides,AMNM
Halimodendron_halodendron,AMNM
Halothamnus_glaucus,NM
Haloxylon_ammodendron,NM
Haloxylon_persicum,NM
Hamamelis_virginiana,AM
Handroanthus_chrysotrichus,AM
Handroanthus_serratifolius,AM
Haplopappus_venetus,AM
Hardwickia_mannii,AM
Harpullia_ramiflora,AM
Havardia_albicans,AM
Haworthia_fasciata,AM
Haworthia_tortuosa,AM
Hechtia_podantha,AM
Hedera_colchica,AM
Hedera_helix,AM
Hedyotis_elatior,AM
Hedyotis_foggiana,AM
Hedyotis_terminalis,AM
Hedyotis_vestita,AM
Hedysarum_arcticum,AM
Hedysarum_caucasicum,AM
Hedysarum_confertum,AM
Hedysarum_coronarium,AM
Hedysarum_denticulatum,AM
Hedysarum_grandiflorum,AM
Hedysarum_spinosissimum,AM
Helianthemum_almeriense,EM
Helianthemum_alpestre,EM
Helianthemum_apenninum,EM
Helianthemum_canum,EM
Helianthemum_guttatum,EM
Helianthemum_nummularium,EM
Helianthemum_ovatum,EM
Helianthus_annuus,AM
Helianthus_maximiliani,AM
Helianthus_niveus,AM
Helianthus_tuberosus,AM
Helichrysum_arenarium,AM
Helichrysum_bracteatum,AM
Helichrysum_cephaloideum,AM
Helichrysum_italicum,AM
Helichrysum_stoechas,AM
Heliconia_psittacorum,AM
Helictotrichon_desertorum,AM
Helictotrichon_hookeri,AM
Helictotrichon_pratense,AM
Helictotrichon_pubescens,AM
Helictotrichon_versicolor,AM
Heliocarpus_americanus,AM
Heliocarpus_appendiculatus,AM
Heliocarpus_pallidus,AM
Heliotropium_anomalum,AM
Heliotropium_curassavicum,AM
Heliotropium_dasycarpum,NM
Helleborus_caucasicus,AM
Helleborus_foetidus,AM
Helleborus_niger,AM
Hellenia_speciosa,AM
Hemarthria_compressa,AM
Hemerocallis_lilioasphodelus,AM
Hemisphaera_circassica,NM
Hepatica_nobilis,AM
Heracleum_asperum,AM
Heracleum_calcareum,NM
Heracleum_chorodanum,AM
Heracleum_lehmannianum,AM
Heracleum_mantegazzianum,AM
Heracleum_pubescens,AM
Heracleum_sibiricum,AM
Heracleum_sphondylium,AMNM
Hesperis_matronalis,AMNM
Hesperis_sibirica,NM
Hesperocyparis_arizonica,AM
Hesperocyparis_goveniana,AM
Heteropogon_contortus,AM
Hevea_brasiliensis,AM
Hexalobus_crispiflorus,AM
Hibbertia_serpyllifolia,AM
Hibiscus_asper,AM
Hibiscus_rosa-sinensis,AM
Hieracium_albiflorum,AM
Hieracium_alpinum,AMNM
Hieracium_aurantiacum,AM
Hieracium_bifidum,AM
Hieracium_caesiifolium,AM
Hieracium_caespitosum,AM
Hieracium_echioides,AM
Hieracium_hjeltii,AM
Hieracium_hoppeanum,AM
Hieracium_lachenalii,AM
Hieracium_lactucella,AM
Hieracium_laevigatum,AMNM
Hieracium_longipilum,AM
Hieracium_murorum,AMNM
Hieracium_oistophyllum,AM
Hieracium_pilosella,AM
Hieracium_prenanthoides,AM
Hieracium_subaundum,AM
Hieracium_subinforme,AMNM
Hieracium_subpellucidum,AM
Hieracium_umbellatum,AM
Hieracium_umbrosum,AM
Hieracium_villosum,AM
Hieracium_virosum,AM
Hieracium_vulgatum,AMNM
Hierochloe_odorata,AMNM
Hieronyma_alchorneoides,AM
Hillebrandia_sandwicensis,AM
Hippocrepis_comosa,AM
Hippocrepis_unisiliquosa,AM
Hippophae_rhamnoides,AMNM
Hippophae_tibetana,AM
Hirschfeldia_incana,AMNM
Holcus_lanatus,AMNM
Holcus_mollis,AM
Holocalyx_balansae,AM
Holosteum_glutinosum,NM
Holosteum_umbellatum,NM
Homogyne_alpina,AM
Homolepis_aturensis,AM
Honckenya_peploides,NM
Hopea_beccariana,EM
Hopea_dryobalanoides,EM
Hopea_mengarawan,NM
Horaninovia_minor,NM
Horaninovia_ulicina,NM
Hordelymus_europaeus,AM
Hordeum_brachyantherum,AM
Hordeum_brevisubulatum,AM
Hordeum_bulbosum,AM
Hordeum_comosum,AM
Hordeum_distichon,AM
Hordeum_jubatum,AM
Hordeum_murinum,AM
Hordeum_pusillum,AM
Hordeum_sativum,AM
Hordeum_turkestanicum,AM
Hordeum_violaceum,AM
Hordeum_vulgare,AMNM
Hornungia_alpina,NM
Horsfieldia_kingii,AM
Horsfieldia_prainii,AM
Hortia_regia,AM
Hottonia_palustris,AMNM
Hovenia_dulcis,AM
Hoya_carnosa,AM
Humulus_lupulus,AMNM
Hyacinthoides_non-scripta,AM
Hyalopoa_pontica,NM
Hydrangea_hortensis,AM
Hydrilla_verticillata,NM
Hydrocotyle_bonariensis,AM
Hydrocotyle_novae-zeelandiae,AM
Hydrocotyle_vulgaris,AMNM
Hydrosme_rivieri,AM
Hylotelephium_telephium,NM
Hymenachne_hemitomon,AM
Hymenaea_courbaril,AMNM
Hyoscyamus_pusillus,AM
Hypecoum_pendulum,NM
Hypericum_calycinum,NM
Hypericum_elegans,AM
Hypericum_hirsutum,NM
Hypericum_humifusum,NM
Hypericum_linarioides,AM
Hypericum_maculatum,AM
Hypericum_montanum,NM
Hypericum_perforatum,AMNM
Hypericum_pulchrum,AM
Hypericum_scabrum,AMNM
Hypericum_tetrapterum,AMNM
Hypochaeris_glabra,AM
Hypochaeris_maculata,AM
Hypochaeris_radicata,AM
Hypochoeris_achyrophorus,AM
Hypogomphia_turkestana,AM
Hypolytrum_bullatum,AM
Hypolytrum_pulchrum,AM
Hyssopus_officinalis,AM
Iberis_amara,AMNM
Ilex_aquifolium,AM
Ilex_cassine,AM
Ilex_colchica,AM
Ilex_opaca,AM
Ilex_paraguariensis,AM
Ilex_verticillata,AM
Illicium_floridanum,AM
Illicium_verum,AM
Impatiens_balsamina,AMNM
Impatiens_capensis,AM
Impatiens_glandulifera,AMNM
Impatiens_mathildae,AM
Impatiens_noli-tangere,AMNM
Impatiens_parviflora,AMNM
Impatiens_walleriana,AM
Imperata_cylindrica,AM
Incarvillea_arguta,AM
Indigofera_brevidens,AM
Indigofera_cordifolia,AM
Indigofera_kirilowii,AM
Indigofera_linifolia,AM
Indigofera_sengalensis,AM
Indigofera_stenophylha,AM
Indigofera_tinctoria,AM
Inga_leiocalycina,AM
Inga_marginata,AM
Inga_nobilis,AM
Inga_pezizifera,AM
Inga_sessilis,AM
Inga_striata,AM
Inga_thibaudiana,AM
Inga_uruguensis,AM
Intsia_africana,EM
Intsia_palembanica,EM
Inula_auriculata,AM
Inula_britannica,AM
Inula_conyza,AM
Inula_conyzae,AM
Inula_grandiflora,AM
Inula_grandis,AM
Inula_helenium,AM
Inula_hirta,AM
Inula_orientalis,AM
Inula_rhizocephala,AM
Inula_salicina,AM
Ipomoea_arborescens,AM
Ipomoea_batatas,AM
Ipomoea_imperati,AM
Ipomoea_pes-caprae,AM
Iranecio_taraxacifolius,AM
Iria_consanguinea,AM
Iris_germanica,AM
Iris_hoogiana,AM
Iris_korolkowi,AM
Iris_lactea,AM
Iris_pseudacorus,AMNM
Iris_pumila,AM
Iris_ruthenica,AM
Iris_sibirica,AM
Iris_songarica,AM
Iris_tenuifolia,AM
Iris_versicolor,AM
Irvingia_gabonensis,AM
Isatis_emarginata,NM
Isatis_minima,NM
Isatis_tinctoria,NM
Ischaemum_anthephoroides,AM
Ischaemum_australe,AM
Ischaemum_byrone,AM
Ischaemum_muticum,AM
Ischnosiphon_gracilis,AM
Isolepis_aucklandica,NM
Isolepis_diabolica,NM
Ixiolirion_tataricum,AMNM
Jacaranda_mimosifolia,AM
Jacaranda_puberula,AM
Jacaratia_spinosa,AM
Jacobaea_maritima,AMNM
Jacquemontia_ovalifolia,AM
Jacquemontia_reclinata,AM
Jasione_montana,AMNM
Jasminum_fruticans,NM
Jasminum_laurifolium,AM
Jasminum_sambac,AM
Jasminum_subglandulosum,AM
Jatropha_cinerea,AM
Jatropha_cuneata,AM
Jaumea_carnosa,AM
Juglans_alba,EM
Juglans_cinerea,AM
Juglans_mandshurica,AMNM
Juglans_nigra,AMNM
Juglans_regia,EM
Julbernardia_seretii,EM
Juncus_acutiflorus,AMNM
Juncus_alpinoarticulatus,AMNM
Juncus_arcticus,AMNM
Juncus_articulatus,AMNM
Juncus_biglumis,NM
Juncus_bufonius,AMNM
Juncus_bulbosus,NM
Juncus_castaneus,NM
Juncus_conglomeratus,NM
Juncus_dudleyi,AMNM
Juncus_effusus,AMNM
Juncus_ensifolius,NM
Juncus_filiformis,AMNM
Juncus_geniculatus,NM
Juncus_gerardii,AMNM
Juncus_inflexus,AMNM
Juncus_maritimus,NM
Juncus_nodosus,AM
Juncus_planifolius,AM
Juncus_roemerianus,AM
Juncus_scheuchzerioides,AMNM
Juncus_squarrosus,AMNM
Juncus_stygius,NM
Juncus_tenuis,AMNM
Juncus_torreyi,AM
Juncus_trifidus,AMNM
Juncus_triglumis,NM
Juniperus_chinensis,AM
Juniperus_communis,AM
Juniperus_conferta,AM
Juniperus_davurica,AM
Juniperus_deppeana,AM
Juniperus_excelsa,AM
Juniperus_formosana,AM
Juniperus_horizontalis,AM
Juniperus_indica,AM
Juniperus_monosperma,AM
Juniperus_occidentalis,AM
Juniperus_oxycedrus,AM
Juniperus_procumbens,AM
Juniperus_pseudosabina,AM
Juniperus_rigida,AM
Juniperus_sabina,AM
Juniperus_scopulorum,AM
Juniperus_semiglobosa,AM
Juniperus_squamata,AM
Juniperus_virginiana,AM
Juno_narbutii,AM
Jurinea_moschus,AM
Jurinea_multiloba,AM
Justicia_adhatoda,NM
Justicia_magnifica,NM
Justicia_pohliana,NM
Justicia_procumbens,AM
Kalanchoe_daigremontiana,AM
Kalanchoe_tomentosa,NM
Kalmia_latifolia,NM
Kalopanax_septemlobus,NM
Karelinia_caspia,AM
Kemulariella_caucasica,AM
Khaya_ivorensis,AM
Kickxia_spuria,AM
Klasea_marginata,AM
Kleinia_pendula,AM
Knautia_arvensis,AM
Knautia_kitaibelii,AM
Knautia_montana,AM
Kobresia_caricina,NM
Kobresia_myosuroides,EM
Kobresia_schoenoides,NM
Kobresia_simpliciuscula,NM
Kobresia_stenocarpa,NM
Kochia_odontoptera,NM
Kochia_prostrata,NM
Kochia_scoparia,NM
Koeleria_asiatica,AM
Koeleria_callieri,AM
Koeleria_eriostachya,AMNM
Koeleria_glauca,AMNM
Koeleria_lobata,NM
Koeleria_luerssenii,NM
Koeleria_pyramidata,AMNM
Koeleria_vallesiana,AM
Koeleria_vurilochensis,NM
Koelpinia_linearis,AMNM
Kohautia_aspera,AM
Kokia_kauaiensis,AM
Koompassia_malacensis,NM
Krameria_paucifolia,AM
Kummerowia_striata,AM
Kunzea_capitata,EM
Kyllinga_brevifolia,AMNM
Kyllinga_bulbosa,NM
Kyllinga_nemoralis,AMNM
Lablab_purpureus,AM
Laburnum_anagyroides,AM
Lactuca_hirsuta,AM
Lactuca_sativa,AM
Lactuca_serriola,AM
Lactuca_tatarica,AM
Laetia_procera,AM
Lafoensia_pacari,AM
Lagarosiphon_major,AM
Lagarostrobos_franklinii,AM
Lagenocarpus_guianensis,AM
Lagenocarpus_sphacelata,NM
Laggera_crispata,AM
Lagochilus_diacanthophyllus,AM
Lagotis_korolkowi,AM
Lagotis_stelleri,NM
Lagotis_uralensis,AM
Lagurostemon_pygmaeus,AM
Lagurus_cylindricus,AM
Lagurus_ovatus,AM
Lallemantia_royleana,AM
Lamarckia_aurea,AM
Lamium_album,AMNM
Lamium_amplexicaule,AM
Lamium_galeobdolon,AM
Lamium_purpureum,AM
Lamium_tomentosum,NM
Lamourouxia_rhinanthifolia,NM
Landolphia_heudelotii,NM
Lansium_domesticum,AM
Lantana_camara,AM
Lappula_myosotis,NM
Lappula_semiglabra,AM
Lappula_spinocarpos,NM
Lappula_squarrosa,AM
Lapsana_communis,AM
Lapsana_grandiflora,AM
Lapsana_intermedia,AM
Larix_americana,EM
Larix_czekanowskii,EM
Larix_decidua,EM
Larix_eurolepis,EM
Larix_gmelinii,EM
Larix_griffithii,EM
Larix_kaempferi,EM
Larix_kamtschatica,EM
Larix_laricina,EM
Larix_occidentalis,EM
Larix_olgensis,EM
Larix_potaninii,EM
Larix_sibirica,EM
Larix_x,EM
Larrea_tridentata,AM
Laser_trilobum,AM
Laserpitium_hispidum,AM
Laserpitium_siler,AM
Lasianthus_hookeri,AM
Lasianthus_sikkimensis,AM
Lasianthus_verticillatus,AM
Lasiurus_scindicus,AM
Lathyrus_aphaca,AM
Lathyrus_cyaneus,AM
Lathyrus_gmelini,AMNM
Lathyrus_japonicus,AM
Lathyrus_linifolius,AM
Lathyrus_maritimus,AM
Lathyrus_montanus,AM
Lathyrus_mulkak,AM
Lathyrus_niger,AMNM
Lathyrus_odoratus,AM
Lathyrus_pisiformis,AM
Lathyrus_pratensis,AMNM
Lathyrus_sativus,AM
Lathyrus_sylvestris,AM
Lathyrus_tuberosus,AM
Lathyrus_vernus,AM
Launaea_sarmentosa,AM
Laurus_nobilis,AM
Lavandula_angustifolia,AM
Lavandula_officinalis,AM
Lavandula_pedunculata,AM
Lavandula_spica,AM
Leandra_dasytricha,AM
Ledum_palustre,NM
Leea_compactiflora,AM
Leea_indica,AM
Leea_macrophylla,AM
Leersia_hexandra,AM
Leersia_oryzoides,AMNM
Leiospora_bellidifolia,NM
Lembotropis_nigricans,AM
Lemna_gibba,NM
Lemna_minor,NM
Lemna_trisulca,NM
Lens_culinaris,AM
Leontice_incerta,AMNM
Leontodon_autumnalis,AM
Leontodon_caucasicus,AM
Leontodon_hispidus,AM
Leontopodium_brachyactis,AM
Leontopodium_ochroleucum,AM
Leopoldia_caucasica,AM
Leopoldia_tenuiflora,AM
Lepechiniella_sarawschanica,NM
Lepidium_bidentatum,AM
Lepidium_campestre,NM
Lepidium_coronopifolium,NM
Lepidium_densiflorum,NM
Lepidium_didymum,AM
Lepidium_draba,NM
Lepidium_latifolium,NM
Lepidium_perfoliatum,NM
Lepidium_phlebopetalum,NM
Lepidium_ruderale,NM
Lepidium_sativum,NM
Lepidium_serra,NM
Lepidium_virginicum,AMNM
Lepidosperma_lineare,AM
Lepidozamia_hopei,AM
Lepisanthes_perrieri,AM
Leplaea_cedrata,AM
Leptaleum_filifolium,NM
Leptochloa_capillacea,NM
Leptospermum_flavescens,EM
Leptospermum_lanigerum,EM
Leptospermum_scoparium,AM
Leptovignea_elongata,NM
Lerouxia_nemorum,AMNM
Lespedeza_bicolor,AM
Lespedeza_capitata,AM
Lespedeza_cuneata,AM
Lespedeza_sericea,AM
Leucaena_diversifolia,AM
Leucaena_leucocephala,AM
Leucaena_retusa,AM
Leucaena_trichodes,AM
Leucanthemopsis_alpina,AMNM
Leucanthemum_vulgare,AMNM
Leucas_aspera,AM
Leuceria_achillaeifolia,NM
Leucojum_aestivum,AM
Leucojum_vernum,AMNM
Leucopogon_juniperinus,AM
Levisticum_officinale,AM
Leymus_akmolinensis,AM
Leymus_arenarius,AMNM
Leymus_cinereus,AM
Leymus_condensatus,AM
Leymus_lanatus,AMNM
Leymus_multicaulis,AM
Leymus_paboanus,AM
Leymus_racemosus,AM
Liatris_aspera,AM
Liatris_laevigata,AM
Licania_heteromorpha,AM
Licania_laxiflora,AM
Licania_platypus,AM
