"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia"
"Inga nuda",1,0,0,NA,NA,NA,0,0,"Inga nuda","Inga nuda","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga obidensis",1,0,0,NA,NA,NA,0,0,"Inga obidensis","Inga obidensis","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga oerstediana",1,0,0,4.41e+12,11.11982358,11.11982358,0,0,"Inga oerstediana","Inga oerstediana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga panurensis",1,0,0,NA,NA,NA,0,0,"Inga panurensis","Inga panurensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga paraensis",1,0,0,NA,NA,NA,0,0,"Inga paraensis","Inga paraensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga paterno",1,0,0,7.24e+11,17.15175011,17.15175011,0,0,"Inga paterno","Inga paterno","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inga paterno",0
"Inga pavoniana",1,0,0,2.99e+12,2.59775106,2.59775106,0,0,"Inga pavoniana","Inga pavoniana","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inga sapindoides",0
"Inga pezizifera",1,0,0,74530640236,8.50542914,8.50542914,0,0,"Inga pezizifera","Inga pezizifera","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Inga pezizifera",0
"Inga pilosula",1,0,0,NA,NA,NA,0,0,"Inga pilosula","Inga pilosula","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga punctata",1,0,0,1.41e+13,6.28999587,6.28999587,0,0,"Inga punctata","Inga punctata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inga punctata",0
"Inga rubiginosa",1,0,0,NA,NA,NA,0,0,"Inga rubiginosa","Inga rubiginosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga sertulifera",1,0,0,1.26e+13,-0.83196226,0.83196226,0,0,"Inga sertulifera","Inga sertulifera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga sessilis",1,0,0,NA,NA,NA,0,0,"Inga sessilis","Inga sessilis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Inga spectabilis",1,0,0,2.69e+11,13.4920757,13.4920757,0,0,"Inga spectabilis","Inga spectabilis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inga spectabilis",0
"Inga splendens",1,0,0,NA,NA,NA,0,0,"Inga splendens","Inga splendens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga stipularis",1,0,0,1.02e+13,-5.1761259,5.1761259,0,0,"Inga stipularis","Inga stipularis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inga stipularis",0
"Inga thibaudiana",1,0,0,9.49e+12,5.21909774,5.21909774,0,0,"Inga thibaudiana","Inga thibaudiana","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Inga tonduzii",0,0,0,1.79e+11,12.02784754,12.02784754,0,0,"Inga tonduzii","Inga tonduzii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga umbellifera",1,0,0,1.19e+12,6.93521168,6.93521168,0,0,"Inga umbellifera","Inga umbellifera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Inga umbellifera",0
"Inga uraguensis",1,0,0,NA,NA,NA,0,0,"Inga uraguensis","Inga uraguensis","Union 4",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga velutina",1,0,0,NA,NA,NA,0,0,"Inga velutina","Inga velutina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inga vera",1,1,2.12e+12,5.41e+12,14.41102883,14.41102883,0,0,"Inga vera","Inga vera","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Inga vera",0
"Inga vulpina",1,0,0,NA,NA,NA,0,0,"Inga vulpina","Inga vulpina","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Inocarpus fagifer",1,2,4700589798,6.56e+12,-4.19180059,4.19180059,0,2,"Inocarpus fagifer","Inocarpus fagifer","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Intsia palembanica",0,0,0,5.92e+12,2.35059943,2.35059943,0,1,"Intsia palembanica","Intsia palembanica","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0
"Isoberlinia angolensis",0,0,0,8.37e+12,2.5611088,2.5611088,0,0,"Isoberlinia angolensis","Isoberlinia angolensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,0,4,"N","Y",0,NA,0
"Isotropis atropurpurea",1,0,0,3.88e+12,-23.4204532,23.4204532,0,2,"Isotropis atropurpurea","Isotropis atropurpurea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Isotropis cuneifolia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Isotropis cuneifolia","Isotropis cuneifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Isotropis juncea",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Isotropis juncea","Isotropis juncea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Jacksonia capitata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Jacksonia capitata","Jacksonia capitata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Jacksonia dilatata",1,0,0,3.08e+12,-21.20529859,21.20529859,0,0,"Jacksonia dilatata","Jacksonia dilatata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,3,"Y","Y",0,NA,0
"Jacksonia floribunda",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Jacksonia floribunda","Jacksonia floribunda","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,2,"Y","Y",0,NA,0
"Jacksonia furcellata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Jacksonia furcellata","Jacksonia furcellata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Jacksonia hakeoides",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Jacksonia hakeoides","Jacksonia hakeoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Jacksonia horrida",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Jacksonia horrida","Jacksonia horrida","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Jacksonia scoparia",1,0,0,2.53e+12,-25.79163463,25.79163463,0,2,"Jacksonia scoparia","Jacksonia scoparia","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,1,"N","Y",0,NA,0
"Jacksonia sericea",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Jacksonia sericea","Jacksonia sericea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Jacksonia spinosa",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Jacksonia spinosa","Jacksonia spinosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Jacksonia sternbergiana",1,0,0,2.53e+12,-25.46607155,25.46607155,0,1,"Jacksonia sternbergiana","Jacksonia sternbergiana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Julbernardia globiflora",0,0,0,6.73e+12,-11.532056,11.532056,0,4,"Julbernardia globiflora","Julbernardia globiflora","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,0,4,"N","Y",0,NA,0
"Julbernardia paniculata",0,0,0,6.19e+12,-8.67594049,8.67594049,0,2,"Julbernardia paniculata","Julbernardia paniculata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,10,0,10,"N","Y",0,NA,0
"Kebirita roudairei",1,0,0,4.18e+12,26.69068677,26.69068677,0,0,"Kebirita roudairei","Kebirita roudairei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kennedia beckxiana",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Kennedia beckxiana","Kennedia beckxiana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kennedia carinata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Kennedia carinata","Kennedia carinata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kennedia coccinea",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Kennedia coccinea","Kennedia coccinea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,1,0,"Y","N",0,NA,0
"Kennedia eximia",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Kennedia eximia","Kennedia eximia","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kennedia glabrata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Kennedia glabrata","Kennedia glabrata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kennedia nigricans",1,0,0,3.51e+12,-26.80243548,26.80243548,0,1,"Kennedia nigricans","Kennedia nigricans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kennedia prorepens",1,0,0,6.59e+12,-24.24846479,24.24846479,0,0,"Kennedia prorepens","Kennedia prorepens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kennedia prostrata",1,0,0,7.69e+12,-25.73253015,25.73253015,0,0,"Kennedia prostrata","Kennedia prostrata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0
"Kennedia rubicunda",1,2,4.34e+11,2.83e+12,-34.37258831,34.37258831,0,2,"Kennedia rubicunda","Kennedia rubicunda","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Kennedia stirlingii",1,0,0,7.69e+12,-25.73253015,25.73253015,0,0,"Kennedia stirlingii","Kennedia stirlingii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Koompassia malaccensis",0,0,0,3.85e+12,3.49645336,3.49645336,0,1,"Koompassia malaccensis","Koompassia malaccensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,0,"N","N",0,NA,0
"Kotschya capitulifera",1,0,0,6.26e+12,-3.78023856,3.78023856,1,0,"Kotschya capitulifera","Kotschya capitulifera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kotschya scaberrima",1,0,0,9.05e+11,-16.73982136,16.73982136,0,0,"Kotschya scaberrima","Kotschya scaberrima","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kotschya speciosa",1,0,0,4.24e+12,-2.35299091,2.35299091,0,0,"Kotschya speciosa","Kotschya speciosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kotschya strigosa",1,0,0,8.82e+12,-6.67010679,6.67010679,0,1,"Kotschya strigosa","Kotschya strigosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kotschya strobilantha",1,0,0,6.22e+12,-11.01687779,11.01687779,0,0,"Kotschya strobilantha","Kotschya strobilantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kotschya thymodora",1,0,0,5.66e+12,-19.24020834,19.24020834,0,0,"Kotschya thymodora","Kotschya thymodora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kummerowia stipulacea",1,1,2.8e+12,7.38e+12,43.35430442,43.35430442,1,5,"Kummerowia stipulacea","Kummerowia stipulacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Kummerowia striata",1,2,2.53e+12,1.08e+13,33.9937023,33.9937023,0,6,"Kummerowia striata","Kummerowia striata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N",0,NA,0
"Lablab purpureus",1,56,3.35e+13,2.96e+13,0.09818241,0.09818241,0,7,"Lablab purpureus","Lablab purpureus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,7,7,0,"Y","N",0,NA,0
"Laburnum alpinum",1,1,2.31e+11,1.32e+12,42.33900182,42.33900182,0,2,"Laburnum alpinum","Laburnum alpinum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Laburnum anagyroides",1,27,2.41e+13,2.05e+12,34.85868258,34.85868258,0,2,"Laburnum anagyroides","Laburnum anagyroides","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lamprolobium fruticosum",1,1,1.3e+11,1.73e+12,-22.57378083,22.57378083,0,1,"Lamprolobium fruticosum","Lamprolobium fruticosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus angulatus",1,2,3.33e+12,4.54e+12,38.69175494,38.69175494,1,0,"Lathyrus angulatus","Lathyrus angulatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus annuus",1,3,3.48e+11,1.24e+13,39.65640909,39.65640909,1,4,"Lathyrus annuus","Lathyrus annuus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus aphaca",1,8,1.12e+13,2.75e+13,39.11839808,39.11839808,1,5,"Lathyrus aphaca","Lathyrus aphaca","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus brachycalyx",1,0,0,1.6e+12,38.23233823,38.23233823,0,0,"Lathyrus brachycalyx","Lathyrus brachycalyx","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus cicera",1,3,6.06e+11,2e+13,36.55834479,36.55834479,1,6,"Lathyrus cicera","Lathyrus cicera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus clymenum",1,4,8.97e+11,7.13e+12,38.60567236,38.60567236,1,1,"Lathyrus clymenum","Lathyrus clymenum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus davidii",1,0,0,8.93e+12,43.17561716,43.17561716,0,2,"Lathyrus davidii","Lathyrus davidii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus emodi",1,0,0,1.48e+12,29.24782946,29.24782946,0,0,"Lathyrus emodi","Lathyrus emodi","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus eucosmus",1,0,0,1.1e+12,36.56705657,36.56705657,0,0,"Lathyrus eucosmus","Lathyrus eucosmus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus graminifolius",1,0,0,1.29e+12,32.86823684,32.86823684,0,0,"Lathyrus graminifolius","Lathyrus graminifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus hirsutus",1,7,4.97e+12,1.82e+13,41.67807573,41.67807573,1,3,"Lathyrus hirsutus","Lathyrus hirsutus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus humilis",1,0,0,2.36e+13,44.5514699,44.5514699,0,1,"Lathyrus humilis","Lathyrus humilis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus inconspicuus",1,0,0,9.32e+12,38.83194762,38.83194762,1,1,"Lathyrus inconspicuus","Lathyrus inconspicuus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus japonicus",1,0,0,2.98e+13,50.22068001,50.22068001,0,4,"Lathyrus japonicus","Lathyrus japonicus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0
"Lathyrus jepsonii",1,0,0,4.08e+11,37.23999046,37.23999046,0,0,"Lathyrus jepsonii","Lathyrus jepsonii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus komarovii",1,0,0,7.04e+12,53.4615388,53.4615388,0,0,"Lathyrus komarovii","Lathyrus komarovii","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus lanszwertii",1,0,0,2.14e+12,40.09899605,40.09899605,0,0,"Lathyrus lanszwertii","Lathyrus lanszwertii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus latifolius",1,17,2.13e+13,6.44e+12,42.17504914,42.17504914,0,3,"Lathyrus latifolius","Lathyrus latifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus leptophyllus",1,0,0,2.84e+11,46.96018904,46.96018904,1,0,"Lathyrus leptophyllus","Lathyrus leptophyllus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus linifolius",1,1,1.15e+11,6.98e+12,46.72624927,46.72624927,0,2,"Lathyrus linifolius","Lathyrus linifolius","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus littoralis",1,0,0,8.34e+11,41.66077745,41.66077745,0,0,"Lathyrus littoralis","Lathyrus littoralis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus magellanicus",1,0,0,7.29e+12,-21.4684911,21.4684911,0,0,"Lathyrus magellanicus","Lathyrus magellanicus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lathyrus marmoratus",1,0,0,9.26e+11,26.35781079,26.35781079,1,0,"Lathyrus marmoratus","Lathyrus marmoratus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus nevadensis",1,0,0,1.47e+12,42.74920082,42.74920082,0,0,"Lathyrus nevadensis","Lathyrus nevadensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus niger",1,2,3.46e+11,1.52e+13,44.88183931,44.88183931,0,4,"Lathyrus niger","Lathyrus niger","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,0,"Y","N",0,NA,0
"Lathyrus nissolia",1,4,8.38e+12,1.49e+13,42.66530031,42.66530031,1,1,"Lathyrus nissolia","Lathyrus nissolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus numidicus",1,0,0,2.47e+12,28.55837994,28.55837994,1,0,"Lathyrus numidicus","Lathyrus numidicus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus ochroleucus",1,0,0,2.92e+12,44.38951045,44.38951045,0,0,"Lathyrus ochroleucus","Lathyrus ochroleucus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lathyrus ochrus",1,2,1.17e+11,7.03e+12,38.13711824,38.13711824,1,2,"Lathyrus ochrus","Lathyrus ochrus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus odoratus",1,41,6.38e+13,4.13e+11,27.90132043,27.90132043,1,3,"Lathyrus odoratus","Lathyrus odoratus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Lathyrus palustris",1,0,0,3.77e+13,43.83747701,43.83747701,0,1,"Lathyrus palustris","Lathyrus palustris","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Lathyrus pisiformis",1,0,0,2.23e+13,50.43341204,50.43341204,0,2,"Lathyrus pisiformis","Lathyrus pisiformis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N",0,NA,0
"Lathyrus polymorphus",1,0,0,2e+12,37.67440463,37.67440463,0,0,"Lathyrus polymorphus","Lathyrus polymorphus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus pratensis",1,8,1.69e+13,4e+13,42.09266119,42.09266119,0,3,"Lathyrus pratensis","Lathyrus pratensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,25,23,0,"Y","N",0,NA,0
"Lathyrus pseudocicera",1,0,0,2.54e+12,26.79516794,26.79516794,1,0,"Lathyrus pseudocicera","Lathyrus pseudocicera","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus pusillus",1,0,0,3.43e+12,25.37381551,25.37381551,1,2,"Lathyrus pusillus","Lathyrus pusillus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus sativus",1,36,5.41e+13,1.07e+12,-6.77941557,6.77941557,1,7,"Lathyrus sativus","Lathyrus sativus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lathyrus sphaericus",1,4,8.42e+12,2.35e+13,37.82259621,37.82259621,1,1,"Lathyrus sphaericus","Lathyrus sphaericus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus sylvestris",1,5,3.16e+12,1.73e+13,48.14780215,48.14780215,0,4,"Lathyrus sylvestris","Lathyrus sylvestris","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus tingitanus",1,7,7.13e+12,3.33e+12,36.84475817,36.84475817,1,2,"Lathyrus tingitanus","Lathyrus tingitanus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus tuberosus",1,9,1.62e+12,2.67e+13,47.50736618,47.50736618,0,5,"Lathyrus tuberosus","Lathyrus tuberosus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lathyrus venosus",1,0,0,1.27e+13,50.6317653,50.6317653,0,1,"Lathyrus venosus","Lathyrus venosus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lathyrus vernus",1,2,2.98e+11,2.23e+13,47.59715532,47.59715532,0,3,"Lathyrus vernus","Lathyrus vernus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,10,10,0,"Y","N",0,NA,0
"Latrobea hirtella",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Latrobea hirtella","Latrobea hirtella","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia ambigua",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia ambigua","Lebeckia ambigua","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia cinerea",1,0,0,3.48e+12,-23.86102812,23.86102812,0,0,"Lebeckia cinerea","Lebeckia cinerea","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia cytisoides",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia cytisoides","Lebeckia cytisoides","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia gracilis",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia gracilis","Lebeckia gracilis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia halenbergensis",1,0,0,8.05e+11,-22.23553957,22.23553957,0,0,"Lebeckia halenbergensis","Lebeckia halenbergensis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia linearifolia",1,0,0,3.48e+12,-23.86102812,23.86102812,0,0,"Lebeckia linearifolia","Lebeckia linearifolia","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia meyeriana",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia meyeriana","Lebeckia meyeriana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia multiflora",1,0,0,3.48e+12,-23.86102812,23.86102812,0,0,"Lebeckia multiflora","Lebeckia multiflora","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia pauciflora",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia pauciflora","Lebeckia pauciflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia plukenetiana",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia plukenetiana","Lebeckia plukenetiana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia pungens",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia pungens","Lebeckia pungens","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia sepiaria",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia sepiaria","Lebeckia sepiaria","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
