"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia"
"Carmichaelia aligera",1,0,0,1.15e+11,-38.57756132,38.57756132,0,0,"Carmichaelia aligera","Carmichaelia aligera","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia angustata",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia angustata","Carmichaelia angustata","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia arborea",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia arborea","Carmichaelia arborea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia arenaria",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia arenaria","Carmichaelia arenaria","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia exsul",1,0,0,12625115.84,-31.55576212,31.55576212,0,0,"Carmichaelia exsul","Carmichaelia exsul","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia flagelliformis",1,0,0,1.15e+11,-38.57756132,38.57756132,0,0,"Carmichaelia flagelliformis","Carmichaelia flagelliformis","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia grandiflora",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia grandiflora","Carmichaelia grandiflora","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia kirkii",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia kirkii","Carmichaelia kirkii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia odorata",1,0,0,1.15e+11,-38.57756132,38.57756132,0,0,"Carmichaelia odorata","Carmichaelia odorata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia orbiculata",1,0,0,1.15e+11,-38.57756132,38.57756132,0,0,"Carmichaelia orbiculata","Carmichaelia orbiculata","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia ovata",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia ovata","Carmichaelia ovata","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia petriei",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia petriei","Carmichaelia petriei","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Carmichaelia robusta",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia robusta","Carmichaelia robusta","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia violacea",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia violacea","Carmichaelia violacea","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Carmichaelia virgata",1,0,0,1.53e+11,-44.02210596,44.02210596,0,0,"Carmichaelia virgata","Carmichaelia virgata","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia abbreviata",1,2,4.07e+11,1.05e+13,-11.19727501,11.19727501,0,3,"Cassia abbreviata","Cassia abbreviata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia agnes",0,6,7.77e+12,7.1e+12,7.26080287,7.26080287,0,5,"Cassia agnes","Cassia agnes","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia bakeriana",0,2,4.24e+11,1.18e+12,18.13016077,18.13016077,0,3,"Cassia bakeriana","Cassia bakeriana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia brewsteri",0,1,5.82e+11,7.69e+12,-25.73253015,25.73253015,0,0,"Cassia brewsteri","Cassia brewsteri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia circinnata",0,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Cassia circinnata","Cassia circinnata","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia cowanii",1,0,0,NA,NA,NA,0,0,"Cassia cowanii","Cassia cowanii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia desolata",0,0,0,7.39e+12,-25.1628483,25.1628483,0,0,"Cassia desolata","Cassia desolata","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia eremophila",0,4,4.65e+12,7.69e+12,-25.73253015,25.73253015,0,0,"Cassia eremophila","Cassia eremophila","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia fastuosa",0,0,0,5.55e+12,-6.1462959,6.1462959,0,0,"Cassia fastuosa","Cassia fastuosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia ferruginea",0,2,2.91e+12,NA,NA,NA,0,1,"Cassia ferruginea","Cassia ferruginea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia fistula",0,47,3.9e+13,1.02e+13,10.68922491,10.68922491,0,7,"Cassia fistula","Cassia fistula","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,11,9,2,"Y","Y",0,NA,0
"Cassia grandis",0,17,9.33e+12,1.27e+13,2.34618617,2.34618617,0,4,"Cassia grandis","Cassia grandis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0
"Cassia leiandra",0,1,2.42e+11,NA,NA,NA,0,1,"Cassia leiandra","Cassia leiandra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia leptophylla",0,0,0,NA,NA,NA,0,0,"Cassia leptophylla","Cassia leptophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia marksiana",0,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Cassia marksiana","Cassia marksiana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia moschata",0,1,66288514196,NA,NA,NA,0,2,"Cassia moschata","Cassia moschata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia nemophila",0,0,0,7.62e+12,-25.55398159,25.55398159,0,0,"Cassia nemophila","Cassia nemophila","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia renigera",0,8,4.89e+12,6.68e+11,21.14042439,21.14042439,0,3,"Cassia renigera","Cassia renigera","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia roxburghii",1,9,4.13e+12,5.27e+12,13.18507344,13.18507344,0,4,"Cassia roxburghii","Cassia roxburghii","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Cassia rubriflora",1,0,0,NA,NA,NA,0,0,"Cassia rubriflora","Cassia rubriflora","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cassia spruceana",0,0,0,NA,NA,NA,0,0,"Cassia spruceana","Cassia spruceana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Castanospermum australe",0,15,8.87e+12,2.69e+12,-17.64425932,17.64425932,0,5,"Castanospermum australe","Castanospermum australe","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Castanospermum australe",0
"Cathormion umbellatum",1,0,0,8.82e+12,-2.82858007,2.82858007,0,0,"Cathormion umbellatum","Cathormion umbellatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cedrelinga cateniformis",1,0,0,7.67e+12,-1.8769988,1.8769988,0,1,"Cedrelinga cateniformis","Cedrelinga cateniformis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,1,"Y","Y",0,NA,0
"Cenostigma gardnerianum",0,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Cenostigma gardnerianum","Cenostigma gardnerianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cenostigma macrophyllum",0,0,0,NA,NA,NA,0,0,"Cenostigma macrophyllum","Cenostigma macrophyllum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cenostigma tocantinum",0,0,0,NA,NA,NA,0,0,"Cenostigma tocantinum","Cenostigma tocantinum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrolobium microchaete",1,0,0,1.63e+12,-15.47349526,15.47349526,0,0,"Centrolobium microchaete","Centrolobium microchaete","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrolobium paraense",1,4,1.14e+12,2.64e+12,4.21552165,4.21552165,0,0,"Centrolobium paraense","Centrolobium paraense","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Centrolobium paraense",0
"Centrolobium robustum",1,0,0,8.52e+11,-17.36275051,17.36275051,0,0,"Centrolobium robustum","Centrolobium robustum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Centrolobium tomentosum",1,0,0,2.08e+12,1.04259791,1.04259791,0,0,"Centrolobium tomentosum","Centrolobium tomentosum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N",0,NA,0
"Centrosema acutifolium",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema acutifolium","Centrosema acutifolium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema angustifolium",1,0,0,1.28e+11,12.839712,12.839712,0,0,"Centrosema angustifolium","Centrosema angustifolium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema arenarium",1,1,1.28e+11,1.99e+12,-13.92742954,13.92742954,0,0,"Centrosema arenarium","Centrosema arenarium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema bracteosum",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema bracteosum","Centrosema bracteosum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema brasilianum",1,3,3.21e+12,1.31e+13,-10.69228231,10.69228231,0,1,"Centrosema brasilianum","Centrosema brasilianum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Centrosema dasyanthum",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema dasyanthum","Centrosema dasyanthum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema haitiense",1,0,0,86713717243,18.53047816,18.53047816,1,0,"Centrosema haitiense","Centrosema haitiense","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema macranthum",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema macranthum","Centrosema macranthum","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema macrocarpum",1,0,0,1.28e+11,12.839712,12.839712,0,0,"Centrosema macrocarpum","Centrosema macrocarpum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema molle",1,11,2.28e+13,1.93e+12,-0.25693151,0.25693151,0,3,"Centrosema molle","Centrosema molle","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema pascuorum",1,1,1.28e+11,1.02e+13,-0.2659573,0.2659573,0,0,"Centrosema pascuorum","Centrosema pascuorum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Centrosema plumieri",1,15,8.07e+12,1.03e+13,5.68593226,5.68593226,0,2,"Centrosema plumieri","Centrosema plumieri","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema pubescens",1,31,2.51e+13,2.11e+13,2.2174588,2.2174588,0,3,"Centrosema pubescens","Centrosema pubescens","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0
"Centrosema rotundifolium",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema rotundifolium","Centrosema rotundifolium","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema sagittatum",1,1,1.47e+11,6.37e+12,-0.91126431,0.91126431,0,1,"Centrosema sagittatum","Centrosema sagittatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema schottii",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema schottii","Centrosema schottii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema venosum",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema venosum","Centrosema venosum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Centrosema vexillatum",1,0,0,NA,NA,NA,0.090909091,0,"Centrosema vexillatum","Centrosema vexillatum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Centrosema virginianum",1,5,5.54e+11,1.1e+13,9.70656574,9.70656574,0,2,"Centrosema virginianum","Centrosema virginianum","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Ceratonia siliqua",0,27,2.51e+13,7.38e+12,37.31794972,37.31794972,0,7,"Ceratonia siliqua","Ceratonia siliqua","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Cercis canadensis",0,5,3.65e+12,1.43e+13,34.08439623,34.08439623,0,3,"Cercis canadensis","Cercis canadensis","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,0,1,"N","Y",0,NA,0
"Cercis chingii",0,0,0,4.17e+11,27.04079873,27.04079873,0,0,"Cercis chingii","Cercis chingii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cercis glabra",0,0,0,2.46e+12,26.27028848,26.27028848,0,0,"Cercis glabra","Cercis glabra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cercis racemosa",0,1,7.94e+12,1.23e+12,29.45792102,29.45792102,0,0,"Cercis racemosa","Cercis racemosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Cercis siliquastrum",0,21,1.5e+13,5.14e+12,39.40398144,39.40398144,0,4,"Cercis siliquastrum","Cercis siliquastrum","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Chadsia grevei",1,0,0,5.93e+11,-19.37352737,19.37352737,0,2,"Chadsia grevei","Chadsia grevei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Chaetocalyx latisiliqua",0,0,0,NA,NA,NA,0,0,"Chaetocalyx latisiliqua","Chaetocalyx latisiliqua","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Chaetocalyx scandens",0,0,0,1.28e+11,12.839712,12.839712,0,0,"Chaetocalyx scandens","Chaetocalyx scandens","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Chamaecrista absus",1,7,2.23e+12,3.76e+13,10.15705321,10.15705321,0,4,"Chamaecrista absus","Chamaecrista absus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,5,5,0,"Y","N",0,NA,0
"Chamaecrista adiantifolia",1,0,0,NA,NA,NA,0.130434783,0,"Chamaecrista adiantifolia","Chamaecrista adiantifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Chamaecrista apoucouita",1,0,0,NA,NA,NA,0,0,"Chamaecrista apoucouita","Chamaecrista apoucouita","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Chamaecrista aspleniifolia",0,0,0,NA,NA,NA,0,0,"Chamaecrista aspleniifolia","Chamaecrista aspleniifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Chamaecrista biensis",1,0,0,7.24e+12,-21.27794315,21.27794315,0,0,"Chamaecrista biensis","Chamaecrista biensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Chamaecrista calycioides",1,0,0,NA,NA,NA,0,0,"Chamaecrista calycioides","Chamaecrista calycioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Chamaecrista calycioides",0
"Chamaecrista chamaecristoides",1,0,0,NA,NA,NA,0.130434783,0,"Chamaecrista chamaecristoides","Chamaecrista chamaecristoides","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,1,1,0,"Y","N",1,"Chamaecrista chamaecristoides",0
