Phy,total.area.introduced,Stratum,LogArea.introduced
Solenopsis_orbula,3948.252661,Epigaeic & Hypogaeic,3.596404937
Solenopsis_papuana,2013737.818,Epigaeic & Hypogaeic,6.304002926
Solenopsis_picea,341777.3858,Epigaeic & Hypogaeic,5.533743324
Solenopsis_pollux,35607.34397,Epigaeic & Hypogaeic,4.55153958
Solenopsis_richteri,1589832.443,Epigaeic & Hypogaeic,6.201351355
Solenopsis_saevissima,1110674.29,Epigaeic & Hypogaeic,6.045586719
Solenopsis_saevissima itinerans,1969100.649,Epigaeic & Hypogaeic,6.294267915
Solenopsis_terricola,147120.3924,Epigaeic & Hypogaeic,5.167672875
Solenopsis_texana,650329.2135,Epigaeic & Hypogaeic,5.813133263
Solenopsis_validiuscula,147120.3924,Epigaeic & Hypogaeic,5.167672875
Stigmatomma_besucheti,5062.681312,Hypogaeic,3.70438059
Stigmatomma_emeryi,493663.7919,Hypogaeic,5.693431275
Stigmatomma_zwaluwenburgi,36074.05183,Hypogaeic,4.557194925
Strumigenys_argiola,357402.819,Arboreal & Epigaeic & Hypogaeic,5.553157974
Strumigenys_eggersi,587078.4826,Arboreal & Epigaeic & Hypogaeic,5.768696163
Strumigenys_emmae,10712345.32,Arboreal & Epigaeic & Hypogaeic,7.029884564
Strumigenys_epinotalis,524740.8607,Arboreal & Epigaeic & Hypogaeic,5.719944883
Strumigenys_godeffroyi,4510787.385,Arboreal & Epigaeic & Hypogaeic,6.654252357
Strumigenys_gundlachi,159959.551,Arboreal & Epigaeic & Hypogaeic,5.204010176
Strumigenys_hexamera,525853.1973,Arboreal & Epigaeic & Hypogaeic,5.720864519
Strumigenys_lanuginosa,402802.6996,Arboreal & Epigaeic & Hypogaeic,5.605092373
Strumigenys_lewisi,87266.71754,Arboreal & Epigaeic & Hypogaeic,4.940848641
Strumigenys_louisianae,7826.242291,Arboreal & Epigaeic & Hypogaeic,3.893553289
Strumigenys_ludovici,599708.8868,Arboreal & Epigaeic & Hypogaeic,5.777940484
Strumigenys_lujae,16654.44205,Arboreal & Epigaeic & Hypogaeic,4.221530088
Strumigenys_margaritae,1466229.662,Arboreal & Epigaeic & Hypogaeic,6.166202001
Strumigenys_maxillaris,599708.8868,Arboreal & Epigaeic & Hypogaeic,5.777940484
Strumigenys_membranifera,23994968.42,Arboreal & Epigaeic & Hypogaeic,7.380120183
Strumigenys_minutula,35607.34397,Arboreal & Epigaeic & Hypogaeic,4.55153958
Strumigenys_nepalensis,219952.6198,Arboreal & Epigaeic & Hypogaeic,5.342329139
Strumigenys_nigrescens,25.00536106,Arboreal & Epigaeic & Hypogaeic,1.39803313
Strumigenys_perplexa,268730.1244,Arboreal & Epigaeic & Hypogaeic,5.429316353
Strumigenys_rogeri,6875076.053,Arboreal & Epigaeic & Hypogaeic,6.837277507
Strumigenys_silvestrii,2521097.921,Arboreal & Epigaeic & Hypogaeic,6.401589714
Strumigenys_simoni,597663.6966,Arboreal & Epigaeic & Hypogaeic,5.776456877
Strumigenys_solifontis,174298.1377,Arboreal & Epigaeic & Hypogaeic,5.241292747
Strumigenys_xenos,268489.8939,Arboreal & Epigaeic & Hypogaeic,5.428927943
Syllophopsis_australica,334774.0131,Epigaeic & Hypogaeic,5.524751738
Syllophopsis_cryptobia,2379871.563,Epigaeic & Hypogaeic,6.37655352
Syllophopsis_sechellensis,4979909.201,Epigaeic & Hypogaeic,6.697221424
Syllophopsis_subcoeca,2074490.254,Epigaeic & Hypogaeic,6.316911399
Tapinoma_darioi,582555.5717,Arboreal & Epigaeic,5.76533736
Tapinoma_ibericum,281214.8303,Arboreal & Epigaeic,5.44903822
Tapinoma_madeirense,25774.66162,Arboreal & Epigaeic,4.411192972
Tapinoma_magnum,1507772.062,Arboreal & Epigaeic,6.178335692
Tapinoma_melanocephalum,55704480.46,Arboreal & Epigaeic,7.745890128
Tapinoma_minutum,512662.339,Arboreal & Epigaeic,5.709831415
Tapinoma_nigerrimum,1186376.819,Arboreal & Epigaeic,6.074222652
Tapinoma_pygmaeum,35607.34397,Arboreal & Epigaeic,4.55153958
Tapinoma_ramulorum,35607.34397,Arboreal & Epigaeic,4.55153958
Tapinoma_sessile,705621.8628,Arboreal & Epigaeic,5.848572028
Tapinoma_simrothi,8304792.675,Arboreal & Epigaeic,6.919328795
Tapinoma_wheeleri,16654.44205,Arboreal & Epigaeic,4.221530088
Technomyrmex_albipes,21101368.87,Arboreal & Epigaeic,7.324310629
Technomyrmex_brunneus,1802481.648,Arboreal & Epigaeic,6.255870852
Technomyrmex_difficilis,11848787.23,Arboreal & Epigaeic,7.073673901
Technomyrmex_elatior,286891.2335,Arboreal & Epigaeic,5.457717278
Technomyrmex_gibbosus,36261.8317,Arboreal & Epigaeic,4.559449738
Technomyrmex_jocosus,268531.4651,Arboreal & Epigaeic,5.428995181
Technomyrmex_kraepelini,37835.39408,Arboreal & Epigaeic,4.577898262
Technomyrmex_pallipes,1424702.512,Arboreal & Epigaeic,6.15372419
Technomyrmex_vexatus,913991.2024,Arboreal & Epigaeic,5.960942015
Technomyrmex_vitiensis,5769754.975,Arboreal & Epigaeic,6.76115737
Temnothorax_longispinosus,493663.7919,Epigaeic,5.693431275
Temnothorax_makora,36261.8317,Epigaeic,4.559449738
Temnothorax_recedens,42867.41366,Epigaeic,4.632127282
Temnothorax_schaumii,35607.34397,Epigaeic,4.55153958
Temnothorax_subditivus,459932.5254,Epigaeic,5.662694123
Temnothorax_unifasciatus,244186.791,Epigaeic,5.387722168
Tetramorium_atratulum,3672628.997,Arboreal & Epigaeic,6.564977059
Tetramorium_bicarinatum,44029505.34,Arboreal & Epigaeic,7.643743806
Tetramorium_caespitum,52916.27375,Arboreal & Epigaeic,4.723589255
Tetramorium_caldarium,15663308.4,Arboreal & Epigaeic,7.194883499
Tetramorium_calidum,539465.9732,Arboreal & Epigaeic,5.731964057
Tetramorium_delagoense,626731.0586,Arboreal & Epigaeic,5.797081217
Tetramorium_grassii,268475.548,Arboreal & Epigaeic,5.428904738
Tetramorium_immigrans,11502134.87,Arboreal & Epigaeic,7.060778456
Tetramorium_impurum,2616.793023,Arboreal & Epigaeic,3.417769373
Tetramorium_insolens,7511888.663,Arboreal & Epigaeic,6.875749142
Tetramorium_kheperra,244186.791,Arboreal & Epigaeic,5.387722168
Tetramorium_kraepelini,43280.54484,Arboreal & Epigaeic,4.636292719
Tetramorium_lanuginosum,28258940.05,Arboreal & Epigaeic,7.451155868
Tetramorium_lucayanum,1493861.699,Arboreal & Epigaeic,6.174310393
Tetramorium_obesum,357402.819,Arboreal & Epigaeic,5.553157974
Tetramorium_pacificum,8232048.509,Arboreal & Epigaeic,6.915507921
Tetramorium_pauper,3829.644984,Arboreal & Epigaeic,3.583158516
Tetramorium_semilaeve,340563.9989,Arboreal & Epigaeic,5.532198737
Tetramorium_sericeiventre,6088395.755,Arboreal & Epigaeic,6.784502874
Tetramorium_simillimum,33453709.13,Arboreal & Epigaeic,7.524444277
Tetramorium_smithi,4416.364948,Arboreal & Epigaeic,3.645064954
Tetramorium_tonganum,1818047.499,Arboreal & Epigaeic,6.259605226
Tetramorium_tsushimae,576757.8224,Arboreal & Epigaeic,5.760993493
Tetraponera_allaborans,63039.8708,Arboreal,4.799615314
Tetraponera_nigra,36261.8317,Arboreal,4.559449738
Tetraponera_rufonigra,268961.7799,Arboreal,5.42969057
Trichomyrmex_destructor,46908904.07,Epigaeic,7.671255287
Trichomyrmex_mayri,21255326.67,Epigaeic,7.327467784
Trichomyrmex_robustior,593096.4207,Epigaeic,5.773125303
Trichomyrmex_wroughtoni,115.9498698,Epigaeic,2.064270265
Vollenhovia_emeryi,285052.5023,Epigaeic,5.454924858
Vollenhovia_nipponica,25819.34229,Epigaeic,4.411945175
Vollenhovia_oblonga alluaudi,486.231921,Epigaeic,2.686843467
Vollenhovia_piroskae,486.231921,Epigaeic,2.686843467
Wasmannia_auropunctata,12000924.49,Arboreal & Epigaeic,7.079214703
