valid_species_name,Phy_all_underscore,total.area.native,LogArea.native,Phy
Crematogaster.natalensis braunsi,Crematogaster_natalensis_braunsi,1220325.69,6.086475754,Crematogaster_natalensis braunsi
Crematogaster.impressa brazzai,Crematogaster_impressa_brazzai,354533.1218,5.549656815,Crematogaster_impressa brazzai
Crematogaster.margaritae brevarmata,Crematogaster_margaritae_brevarmata,2326848.226,6.366768056,Crematogaster_margaritae brevarmata
Camponotus.punctulatus brevibarbis,Camponotus_punctulatus_brevibarbis,1086714.65,6.036115522,Camponotus_punctulatus brevibarbis
Pseudoneoponera.insularis brevior,Pseudoneoponera_insularis_brevior,1539609.29,6.187410523,Pseudoneoponera_insularis brevior
Tapinoma.atriceps breviscapum,Tapinoma_atriceps_breviscapum,248142.8853,5.394701828,Tapinoma_atriceps breviscapum
Formica.rufa brevisetosa,Formica_rufa_brevisetosa,4778803.759,6.679319197,Formica_rufa brevisetosa
Messor.foreli brevispinosus,Messor_foreli_brevispinosus,2720959.206,6.434722031,Messor_foreli brevispinosus
Tapinoma.minutum broomense,Tapinoma_minutum_broomense,2528633.316,6.402885856,Tapinoma_minutum broomense
Crematogaster.laeviceps broomensis,Crematogaster_laeviceps_broomensis,1487476.688,6.172450168,Crematogaster_laeviceps broomensis
Acromyrmex.silvestrii bruchi,Acromyrmex_silvestrii_bruchi,1149947.87,6.060678153,Acromyrmex_silvestrii bruchi
Crematogaster.laevis bruesi,Crematogaster_laevis_bruesi,7777.213988,3.890824049,Crematogaster_laevis bruesi
Temnothorax.atlantis brunea,Temnothorax_atlantis_brunea,2472855.636,6.393198763,Temnothorax_atlantis brunea
Cataglyphis.bombycina bruneipes,Cataglyphis_bombycina_bruneipes,2499877.808,6.397918781,Cataglyphis_bombycina bruneipes
Podomyrma.basalis brunnea,Podomyrma_basalis_brunnea,801827.581,5.904080991,Podomyrma_basalis brunnea
Myrmelachista.arthuri brunneiceps,Myrmelachista_arthuri_brunneiceps,248142.8853,5.394701828,Myrmelachista_arthuri brunneiceps
Polyrhachis.labella brunneipes,Polyrhachis_labella_brunneipes,333842.1892,5.52354122,Polyrhachis_labella brunneipes
Polyrhachis.textor brunneogaster,Polyrhachis_textor_brunneogaster,7399.97179,3.869230064,Polyrhachis_textor brunneogaster
Acromyrmex.subterraneus brunneus,Acromyrmex_subterraneus_brunneus,4288541.143,6.632309581,Acromyrmex_subterraneus brunneus
Aenictus.soudanicus brunneus,Aenictus_soudanicus_brunneus,2326848.226,6.366768056,Aenictus_soudanicus brunneus
Pseudomyrmex.antiguanus brunnipes,Pseudomyrmex_antiguanus_brunnipes,109122.2346,5.037913251,Pseudomyrmex_antiguanus brunnipes
Crematogaster.castanea bruta,Crematogaster_castanea_bruta,4264086.595,6.629826016,Crematogaster_castanea bruta
Paraparatrechina.butteli bryanti,Paraparatrechina_butteli_bryanti,1194190.804,6.077073723,Paraparatrechina_butteli bryanti
Dinoponera.australis bucki,Dinoponera_australis_bucki,271815.5066,5.434274229,Dinoponera_australis bucki
Cataglyphis.adenensis bugnioni,Cataglyphis_adenensis_bugnioni,998732.739,5.999449287,Cataglyphis_adenensis bugnioni
Pheidole.xocensis bulawayensis,Pheidole_xocensis_bulawayensis,389615.4325,5.590636151,Pheidole_xocensis bulawayensis
Plagiolepis.pygmaea bulawayensis,Plagiolepis_pygmaea_bulawayensis,1609941.122,6.206809994,Plagiolepis_pygmaea bulawayensis
Dorylus.nigricans burmeisteri,Dorylus_nigricans_burmeisteri,6469886.532,6.810896664,Dorylus_nigricans burmeisteri
Crematogaster.amita bushimana,Crematogaster_amita_bushimana,1220325.69,6.086475754,Crematogaster_amita bushimana
Crematogaster.castanea busschodtsi,Crematogaster_castanea_busschodtsi,7329378.728,6.865067163,Crematogaster_castanea busschodtsi
Camponotus.contractus buttesi,Camponotus_contractus_buttesi,132314.5167,5.121607495,Camponotus_contractus buttesi
Myrmicaria.striata buttgenbachi,Myrmicaria_striata_buttgenbachi,2326848.226,6.366768056,Myrmicaria_striata buttgenbachi
Paraparatrechina.minutula buxtoni,Paraparatrechina_minutula_buxtoni,12491.7291,4.096622557,Paraparatrechina_minutula buxtoni
Aphaenogaster.testaceopilosa cabylica,Aphaenogaster_testaceopilosa_cabylica,2876308.693,6.458835494,Aphaenogaster_testaceopilosa cabylica
Camponotus.aethiops cachmiriensis,Camponotus_aethiops_cachmiriensis,104766.7393,5.020223427,Camponotus_aethiops cachmiriensis
Crematogaster.peringueyi cacochyma,Crematogaster_peringueyi_cacochyma,1220325.69,6.086475754,Crematogaster_peringueyi cacochyma
Crematogaster.opaciceps cacodaemon,Crematogaster_opaciceps_cacodaemon,1506951.204,6.17809919,Crematogaster_opaciceps cacodaemon
Crematogaster.werneri cacozela,Crematogaster_werneri_cacozela,245085.7668,5.389318091,Crematogaster_werneri cacozela
Crematogaster.liengmei caculata,Crematogaster_liengmei_caculata,1220325.69,6.086475754,Crematogaster_liengmei caculata
Crematogaster.amita caffra,Crematogaster_amita_caffra,1220325.69,6.086475754,Crematogaster_amita caffra
Mesoponera.caffraria caffra,Mesoponera_caffraria_caffra,245085.7668,5.389318091,Mesoponera_caffraria caffra
Solenopsis.punctaticeps caffra,Solenopsis_punctaticeps_caffra,4911760.441,6.691237177,Solenopsis_punctaticeps caffra
Messor.minor calabricus,Messor_minor_calabricus,251283.8896,5.400164646,Messor_minor calabricus
Crematogaster.capensis calens,Crematogaster_capensis_calens,786059.4225,5.895455378,Crematogaster_capensis calens
Polyrhachis.tibialis caligata,Polyrhachis_tibialis_caligata,3276508.359,6.51541128,Polyrhachis_tibialis caligata
Crematogaster.africana camena,Crematogaster_africana_camena,2326848.226,6.366768056,Crematogaster_africana camena
Camponotus.buchneri camerounensis,Camponotus_buchneri_camerounensis,464295.6281,5.666794594,Camponotus_buchneri camerounensis
Messor.aegyptiacus canaliculatus,Messor_aegyptiacus_canaliculatus,2317506.149,6.365020895,Messor_aegyptiacus canaliculatus
Camponotus.brettesi canalis,Camponotus_brettesi_canalis,74376.33539,4.871434776,Camponotus_brettesi canalis
Crematogaster.laestrygon canariensis,Crematogaster_laestrygon_canariensis,7482.254468,3.874032474,Crematogaster_laestrygon canariensis
Plagiolepis.schmitzii canariensis,Plagiolepis_schmitzii_canariensis,7482.254468,3.874032474,Plagiolepis_schmitzii canariensis
Aphaenogaster.testaceopilosa canescens,Aphaenogaster_testaceopilosa_canescens,2966519.428,6.472247197,Aphaenogaster_testaceopilosa canescens
Messor.minor capreensis,Messor_minor_capreensis,307993.286,5.488541249,Messor_minor capreensis
Tapinoma.andamanense capsincola,Tapinoma_andamanense_capsincola,720529.0225,5.857651479,Tapinoma_andamanense capsincola
Dorymyrmex.exsanguis carbonarius,Dorymyrmex_exsanguis_carbonarius,1017023.293,6.0073309,Dorymyrmex_exsanguis carbonarius
Camponotus.sphaericus cardini,Camponotus_sphaericus_cardini,110220.0982,5.042260794,Camponotus_sphaericus cardini
Camponotus.irritans carensis,Camponotus_irritans_carensis,7399.97179,3.869230064,Camponotus_irritans carensis
Camponotus.irritans carinifer,Camponotus_irritans_carinifer,1388536.789,6.142557391,Camponotus_irritans carinifer
Acromyrmex.lundii carli,Acromyrmex_lundii_carli,3725719.488,6.571210153,Acromyrmex_lundii carli
Aenictus.eugenii caroli,Aenictus_eugenii_caroli,121510.1854,5.084612683,Aenictus_eugenii caroli
Camponotus.pompeius cassius,Camponotus_pompeius_cassius,4813573.671,6.682467623,Camponotus_pompeius cassius
Polyrhachis.thrinax castanea,Polyrhachis_thrinax_castanea,296864.0057,5.472557543,Polyrhachis_thrinax castanea
Camponotus.macilentus castellanus,Camponotus_macilentus_castellanus,7801.23693,3.892163468,Camponotus_macilentus castellanus
Carebara.alluaudi cataractae,Carebara_alluaudi_cataractae,389615.4325,5.590636151,Carebara_alluaudi cataractae
Pheidole.minima catella,Pheidole_minima_catella,1392378.228,6.143757224,Pheidole_minima catella
Camponotus.melanoticus catharinae,Camponotus_melanoticus_catharinae,95125.94332,4.978298976,Camponotus_melanoticus catharinae
Camponotus.vividus cato,Camponotus_vividus_cato,7563329.803,6.878713038,Camponotus_vividus cato
Harpagoxenus.sublaevis caucasicus,Harpagoxenus_sublaevis_caucasicus,70052.78615,4.845425413,Harpagoxenus_sublaevis caucasicus
Hypoponera.trigona cauta,Hypoponera_trigona_cauta,44061.19448,4.644056267,Hypoponera_trigona cauta
Crematogaster.excisa cavinota,Crematogaster_excisa_cavinota,962732.8072,5.983505772,Crematogaster_excisa cavinota
Camponotus.ferreri cavisquamis,Camponotus_ferreri_cavisquamis,581830.2278,5.76479628,Camponotus_ferreri cavisquamis
Azteca.gnava cayennensis,Azteca_gnava_cayennensis,293761.3374,5.467994637,Azteca_gnava cayennensis
Azteca.chartifex cearensis,Azteca_chartifex_cearensis,1384380.234,6.14125539,Azteca_chartifex cearensis
Pheidole.athertonensis cedarensis,Pheidole_athertonensis_cedarensis,1728607.828,6.237696475,Pheidole_athertonensis cedarensis
Diacamma.rugosum celebense,Diacamma_rugosum_celebense,253082.4063,5.403261955,Diacamma_rugosum celebense
Nylanderia.obscura celebensis,Nylanderia_obscura_celebensis,186783.9411,5.271339535,Nylanderia_obscura celebensis
Camponotus.hova cemeryi,Camponotus_hova_cemeryi,593087.2472,5.773118586,Camponotus_hova cemeryi
Tapinoma.minutum cephalicum,Tapinoma_minutum_cephalicum,1728607.828,6.237696475,Tapinoma_minutum cephalicum
Dolichoderus.taprobanae ceramensis,Dolichoderus_taprobanae_ceramensis,77393.12025,4.888702356,Dolichoderus_taprobanae ceramensis
Camponotus.festinus cetegus,Camponotus_festinus_cetegus,1194190.804,6.077073723,Camponotus_festinus cetegus
Polyrhachis.hippomanes ceylonensis,Polyrhachis_hippomanes_ceylonensis,2290067.503,6.359848284,Polyrhachis_hippomanes ceylonensis
Pseudoneoponera.rufipes ceylonensis,Pseudoneoponera_rufipes_ceylonensis,66298.46513,4.821503474,Pseudoneoponera_rufipes ceylonensis
Centromyrmex.feae ceylonicus,Centromyrmex_feae_ceylonicus,66298.46513,4.821503474,Centromyrmex_feae ceylonicus
Camponotus.brasiliensis chacoensis,Camponotus_brasiliensis_chacoensis,209458.7851,5.32109858,Camponotus_brasiliensis chacoensis
Dorylus.kohli chapini,Dorylus_kohli_chapini,2326848.226,6.366768056,Dorylus_kohli chapini
Harpegnathos.venator chapmani,Harpegnathos_venator_chapmani,296864.0057,5.472557543,Harpegnathos_venator chapmani
Polyrhachis.textor charpillioni,Polyrhachis_textor_charpillioni,588723.612,5.769911454,Polyrhachis_textor charpillioni
Crematogaster.laeviceps chasei,Crematogaster_laeviceps_chasei,2528633.316,6.402885856,Crematogaster_laeviceps chasei
Aenictus.humeralis chevalieri,Aenictus_humeralis_chevalieri,196193.406,5.292684407,Aenictus_humeralis chevalieri
Crematogaster.australis chillagoensis,Crematogaster_australis_chillagoensis,1728607.828,6.237696475,Crematogaster_australis chillagoensis
Camponotus.solon chiton,Camponotus_solon_chiton,1684849.547,6.226561126,Camponotus_solon chiton
Camponotus.andrei cholericus,Camponotus_andrei_cholericus,21266.38548,4.327693682,Camponotus_andrei cholericus
Camponotus.foraminosus chrysogaster,Camponotus_foraminosus_chrysogaster,2895426.853,6.461712598,Camponotus_foraminosus chrysogaster
Polyrhachis.saevissima chrysophanes,Polyrhachis_saevissima_chrysophanes,164544.5936,5.216283617,Polyrhachis_saevissima chrysophanes
Camponotus.punctulatus chubutensis,Camponotus_punctulatus_chubutensis,472761.9657,5.67464253,Camponotus_punctulatus chubutensis
Pogonomyrmex.vermiculatus chubutensis,Pogonomyrmex_vermiculatus_chubutensis,794385.6518,5.900031391,Pogonomyrmex_vermiculatus chubutensis
Carebara.ampla cincta,Carebara_ampla_cincta,2326848.226,6.366768056,Carebara_ampla cincta
Crematogaster.chiarinii cincta,Crematogaster_chiarinii_cincta,2984303.525,6.474842992,Crematogaster_chiarinii cincta
Formica.cinerea cinereoimitans,Formica_cinerea_cinereoimitans,597922.061,5.776644577,Formica_cinerea cinereoimitans
Polyrhachis.hostilis circumflexa,Polyrhachis_hostilis_circumflexa,801827.581,5.904080991,Polyrhachis_hostilis circumflexa
Aphaenogaster.swammerdami clara,Aphaenogaster_swammerdami_clara,593087.2472,5.773118586,Aphaenogaster_swammerdami clara
Oecophylla.longinoda claridens,Oecophylla_longinoda_claridens,1448493.998,6.1609167,Oecophylla_longinoda claridens
Crematogaster.laeviceps clarior,Crematogaster_laeviceps_clarior,3542118.307,6.549263063,Crematogaster_laeviceps clarior
Dorylus.depilis clarior,Dorylus_depilis_clarior,3115965.383,6.493592624,Dorylus_depilis clarior
Veromessor.julianus clarior,Veromessor_julianus_clarior,480029.0456,5.681267516,Veromessor_julianus clarior
Dorylus.moestus claripennis,Dorylus_moestus_claripennis,3574479.436,6.553212803,Dorylus_moestus claripennis
Ochetellus.glaber clarithorax,Ochetellus_glaber_clarithorax,2533501.582,6.40372118,Ochetellus_glaber clarithorax
Formica.rufibarbis clarorufibarbis,Formica_rufibarbis_clarorufibarbis,198152.6703,5.296999929,Formica_rufibarbis clarorufibarbis
Camponotus.nutans cleliae,Camponotus_nutans_cleliae,456409.0953,5.65935429,Camponotus_nutans cleliae
Camponotus.variegatus cleon,Camponotus_variegatus_cleon,456436.5254,5.659380391,Camponotus_variegatus cleon
Crematogaster.opaciceps clepens,Crematogaster_opaciceps_clepens,2326848.226,6.366768056,Crematogaster_opaciceps clepens
Solenopsis.punctaticeps cleptomana,Solenopsis_punctaticeps_cleptomana,1519785.687,6.18178235,Solenopsis_punctaticeps cleptomana
Camponotus.irritans cliens,Camponotus_irritans_cliens,131805.4105,5.119933238,Camponotus_irritans cliens
Papyrius.nitidus clitellarius,Papyrius_nitidus_clitellarius,804893.7533,5.905738557,Papyrius_nitidus clitellarius
Camponotus.brasiliensis clivius,Camponotus_brasiliensis_clivius,292204.0797,5.465686275,Camponotus_brasiliensis clivius
Crematogaster.santschii clymene,Crematogaster_santschii_clymene,1220325.69,6.086475754,Crematogaster_santschii clymene
Polyrhachis.schang cnemidata,Polyrhachis_schang_cnemidata,462867.4379,5.66545663,Polyrhachis_schang cnemidata
Pseudomyrmex.acanthobius cocae,Pseudomyrmex_acanthobius_cocae,243535.861,5.386562921,Pseudomyrmex_acanthobius cocae
Acromyrmex.lobicornis cochlearis,Acromyrmex_lobicornis_cochlearis,29668.92153,4.47230176,Acromyrmex_lobicornis cochlearis
Nylanderia.guatemalensis cocoensis,Nylanderia_guatemalensis_cocoensis,25.00536106,1.39803313,Nylanderia_guatemalensis cocoensis
Temnothorax.laurae colettae,Temnothorax_laurae_colettae,155349.4866,5.191309822,Temnothorax_laurae colettae
Camponotus.planatus colombicus,Camponotus_planatus_colombicus,67552.33257,4.82964035,Camponotus_planatus colombicus
Leptogenys.mucronata columbica,Leptogenys_mucronata_columbica,116137.0765,5.06497089,Leptogenys_mucronata columbica
Polyrhachis.bicolor comata,Polyrhachis_bicolor_comata,2150203.754,6.332479616,Polyrhachis_bicolor comata
Pheidole.impressiceps commista,Pheidole_impressiceps_commista,849449.0033,5.929137311,Pheidole_impressiceps commista
Camponotus.linnaei comoedus,Camponotus_linnaei_comoedus,276358.9831,5.441473586,Camponotus_linnaei comoedus
Camponotus.variegatus comottoi,Camponotus_variegatus_comottoi,3809977.632,6.580922426,Camponotus_variegatus comottoi
Crematogaster.coriaria compacta,Crematogaster_coriaria_compacta,456409.0953,5.65935429,Crematogaster_coriaria compacta
Crematogaster.menilekii completa,Crematogaster_menilekii_completa,1141576.757,6.057505118,Crematogaster_menilekii completa
Polyrhachis.tibialis completa,Polyrhachis_tibialis_completa,456409.0953,5.65935429,Polyrhachis_tibialis completa
Camponotus.rhamses completus,Camponotus_rhamses_completus,1127639.398,6.052170241,Camponotus_rhamses completus
Crematogaster.buchneri composita,Crematogaster_buchneri_composita,2326848.226,6.366768056,Crematogaster_buchneri composita
Camponotus.vestitus comptus,Camponotus_vestitus_comptus,1501839.202,6.176623437,Camponotus_vestitus comptus
Camponotus.korthalsiae concilians,Camponotus_korthalsiae_concilians,590037.0514,5.770879284,Camponotus_korthalsiae concilians
Camponotus.olivieri concordius,Camponotus_olivieri_concordius,1247631.21,6.09608623,Camponotus_olivieri concordius
Aphaenogaster.praenoda confinis,Aphaenogaster_praenoda_confinis,403453.0567,5.60579301,Aphaenogaster_praenoda confinis
Crematogaster.wilwerthi confusa,Crematogaster_wilwerthi_confusa,343895.1443,5.536426044,Crematogaster_wilwerthi confusa
Polyrhachis.rastellata congener,Polyrhachis_rastellata_congener,456409.0953,5.65935429,Polyrhachis_rastellata congener
Carebara.angolensis congolensis,Carebara_angolensis_congolensis,2326848.226,6.366768056,Carebara_angolensis congolensis
Cataglyphis.bicolor congolensis,Cataglyphis_bicolor_congolensis,2721145.114,6.434751703,Cataglyphis_bicolor congolensis
Lepisiota.imperfecta congolensis,Lepisiota_imperfecta_congolensis,2326848.226,6.366768056,Lepisiota_imperfecta congolensis
Myrmicaria.opaciventris congolensis,Myrmicaria_opaciventris_congolensis,8681214.997,6.938580512,Myrmicaria_opaciventris congolensis
Solenopsis.ugandensis congolensis,Solenopsis_ugandensis_congolensis,2326848.226,6.366768056,Solenopsis_ugandensis congolensis
Pheidole.singaporensis conicollis,Pheidole_singaporensis_conicollis,1326505.321,6.122708996,Pheidole_singaporensis conicollis
Pheidole.spinulosa conigera,Pheidole_spinulosa_conigera,1480846.951,6.170510175,Pheidole_spinulosa conigera
Dorylus.buyssoni conjugens,Dorylus_buyssoni_conjugens,581830.2278,5.76479628,Dorylus_buyssoni conjugens
Tapinoma.luridum connexum,Tapinoma_luridum_connexum,581830.2278,5.76479628,Tapinoma_luridum connexum
Eciton.lucanoides conquistador,Eciton_lucanoides_conquistador,74376.33539,4.871434776,Eciton_lucanoides conquistador
Myrmicaria.fusca consanguinea,Myrmicaria_fusca_consanguinea,1519785.687,6.18178235,Myrmicaria_fusca consanguinea
Ochetellus.glaber consimilis,Ochetellus_glaber_consimilis,801827.581,5.904080991,Ochetellus_glaber consimilis
Formica.rufa constricta,Formica_rufa_constricta,2842284.958,6.453667617,Formica_rufa constricta
Anonychomyrma.dimorpha contenta,Anonychomyrma_dimorpha_contenta,186783.9411,5.271339535,Anonychomyrma_dimorpha contenta
Brachyponera.luteipes continentalis,Brachyponera_luteipes_continentalis,278982.3923,5.445576794,Brachyponera_luteipes continentalis
Camponotus.planatus continentis,Camponotus_planatus_continentis,806563.0985,5.906638349,Camponotus_planatus continentis
Pheidole.singaporensis continentis,Pheidole_singaporensis_continentis,668007.7665,5.824781512,Pheidole_singaporensis continentis
Pheidole.tasmaniensis continentis,Pheidole_tasmaniensis_continentis,1032753.609,6.013996721,Pheidole_tasmaniensis continentis
Camponotus.rufoglaucus controversus,Camponotus_rufoglaucus_controversus,4835306.1,6.684423972,Camponotus_rufoglaucus controversus
